,Reference area,TIME_PERIOD,Air pollution exposure (Exposure to PM2.5): % of population,Air pollution exposure (Exposure to PM2.5): Micrograms per cubic metre,Average wages (Total): US dollars,Employment rate (Men): % of working age population,Employment rate (Men): Thousand persons,Employment rate (Total): % of working age population,Employment rate (Total): Thousand persons,Employment rate (Women): % of working age population,Employment rate (Women): Thousand persons,Exchange rates (Total): National currency units/US dollar,GDP per hour worked (Total): 2015=100,GDP per hour worked (Total): US dollars,Gender wage gap (Employees): Percentage,Gender wage gap (Self-employed): Percentage,Gross domestic product (GDP) (Total): Million US dollars,Gross domestic product (GDP) (Total): US dollars/capita,Purchasing power parities (PPP) (Total): National currency units/US dollar,Trust in government (Total): Percentage
1574,Spain,2009,,,46983.0,66.475,10733.1,59.95,19106.85,53.25,8373.825,0.716958,91.895675,47.573943,,29.97127533,1487853.787,32088.25541,0.718702,42.43620479
1575,Spain,2010,72.857,11.795,46538.0,64.775,10423.63,58.85,18724.43,52.8,8300.775,0.754309,94.231736,48.783311,13.50446429,24.73823929,1475426.613,31687.02607,0.72705,30.27315905
1576,Spain,2011,82.775,12.742,45707.0,63.35,10152.15,58.025,18421.13,52.575,8268.95,0.718414,95.622838,49.503478,,23.48894692,1489594.952,31872.36309,0.714129,30.86627226
1577,Spain,2012,71.277,11.463,44427.0,60.3,9607.6,55.75,17632.13,51.15,8024.525,0.778338,97.467504,50.458453,,23.03538704,1483654.097,31724.78535,0.694976,33.91465402
1578,Spain,2013,61.648,10.628,44431.0,59.225,9315.6,54.825,17138.82,50.3,7823.225,0.752945,98.90578,51.203041,,24.90014267,1512561.983,32463.12368,0.6748,18.45496612
1579,Spain,2014,48.434,10.09,44294.0,60.675,9442.325,56.0,17343.82,51.225,7901.5,0.752728,99.211993,51.361566,11.54049762,28.56960487,1558986.389,33558.97667,0.662359,21.06198134
1580,Spain,2015,63.566,10.819,44957.0,62.9,9759.925,57.8,17865.55,52.675,8105.625,0.901296,100.0,51.769513,,26.50705719,1621825.009,34945.48161,0.66474,27.77513276
1581,Spain,2016,45.286,9.82,44704.0,64.75,10000.42,59.55,18341.2,54.3,8340.775,0.903421,100.457181,52.006193,,25.14599991,1734116.161,37333.06491,0.642644,30.25166703
1582,Spain,2017,47.762,10.022,44123.0,66.5,10266.28,61.1,18824.8,55.65,8558.5,0.885206,101.334899,52.460584,,24.45154762,1842770.464,39601.47963,0.630839,26.958596
1583,Spain,2018,47.898,10.033,43975.0,67.925,10531.95,62.4,19327.5,56.85,8795.55,0.846773,101.103306,52.34069,8.621607238,26.07144356,1905450.021,40776.7683,0.631798,28.51956254
1584,Spain,2019,47.084,9.993,44448.0,68.7,10745.5,63.3,19779.13,57.925,9033.65,0.893276,101.664137,52.631029,,23.48394013,2061661.816,43767.03422,0.604131,36.77858646
1585,Spain,2020,,,43828.0,66.125,10429.53,60.95,19202.28,55.75,8772.75,0.875506,101.486085,52.538852,8.093713127,20.49032593,1845717.418,38975.6233,0.606274,38.17671009
1586,Spain,2021,,,44443.88997,67.55,10651.72,62.725,19773.6,57.95,9121.85,0.845494,100.71623,52.140302,8.093713127,,2068307.263,43698.28332,0.590962,37.17038148
1587,Spain,2022,,,42859.33604,69.3,10965.15,64.375,20390.57,59.525,9425.425,0.949624,102.538091,53.083471,6.72186742,,2326119.992,48852.6364,0.578808,
1588,Sweden,1994,,,31342.36777,,2017.0,,3928.0,,1911.0,7.71597,68.357461,47.217582,,,192075.667,21874.75564,9.20066,
1589,Sweden,1995,22.81,8.6,31398.0,,2061.0,,3986.0,,1925.0,7.133268,69.691401,48.138995,9.677419355,,203820.343,23090.81813,9.355165,
1590,Sweden,1996,,,33276.04251,,2058.0,,3963.0,,1905.0,6.705956,70.829987,48.925467,11.51515152,,211527.419,23925.73458,9.24908,
1591,Sweden,1997,,,34584.46108,,2042.0,,3922.0,,1880.0,7.634894,73.737432,50.933771,11.56069364,,219393.313,24801.13422,9.331501,
1592,Sweden,1998,,,35725.26639,,2079.0,,3979.0,,1901.0,7.949868,75.692035,52.283903,12.77777778,,229130.97,25887.57994,9.395958,
1593,Sweden,1999,,,36486.26999,,2121.0,,4068.0,,1946.0,8.262428,76.85768,53.089067,11.82795699,,243339.592,27471.4765,9.3059,
1594,Sweden,2000,20.486,8.564,37650.81043,,2167.0,,4159.0,,1992.0,9.162244,79.629707,55.003831,12.37113402,,262809.96,29622.06922,9.163089,
1595,Sweden,2001,,,38086.02397,75.725,2255.0,74.05,4318.1,72.275,2063.1,10.329136,80.260403,55.439481,12.37623762,,266313.433,29936.31219,9.401445,
1596,Sweden,2002,,,38587.14319,74.95,2249.85,73.625,4323.925,72.225,2074.05,9.737123,83.169216,57.448729,11.90476191,,276017.772,30926.361,9.413655,
1597,Sweden,2003,,,38908.19386,74.25,2244.075,72.875,4314.4,71.45,2070.325,8.086304,86.31414,59.62107,11.52073733,5.566279888,285020.581,31816.72446,9.485459,
1598,Sweden,2004,,,40203.8423,73.6,2234.275,72.05,4290.025,70.5,2055.775,7.348887,89.352479,61.719788,10.76233184,13.16923714,304517.136,33859.69153,9.294039,
1599,Sweden,2005,6.677,7.394,41216.48554,74.3,2274.65,72.3,4336.425,70.225,2061.775,7.473088,91.891042,63.473288,11.30434783,18.08114815,309212.867,34244.35929,9.479182,
1600,Sweden,2006,,,42366.0,75.475,2330.825,73.125,4429.45,70.7,2098.6,7.378249,94.537496,65.301313,11.01694915,19.74643517,342606.786,37729.92856,9.111518,44.08485623
1601,Sweden,2007,,,43779.0,76.55,2390.3,74.175,4540.675,71.75,2150.375,6.75877,94.809611,65.489276,11.83673469,12.05309105,374289.054,40914.43926,8.870893,56.20640542
1602,Sweden,2008,,,44635.0,76.75,2421.8,74.325,4592.975,71.85,2171.15,6.591099,93.140242,64.336167,10.58823529,9.97487545,388684.19,42158.29643,8.778986,51.7427458
1603,Sweden,2009,,,44790.0,73.7,2359.15,71.65,4499.325,69.525,2140.175,7.653819,91.828442,63.430047,9.541984733,15.58997536,374528.19,40278.28206,8.921003,59.03376248
1604,Sweden,2010,8.235,7.558,45337.0,74.175,2393.575,71.6,4523.7,68.975,2130.125,7.207524,95.047112,65.653328,9.36329588,18.41906166,395912.738,42216.61535,9.026183,60.28512342
1605,Sweden,2011,9.11,7.615,46020.0,75.475,2438.225,73.1,4625.875,70.6,2187.675,6.493543,95.817586,66.185529,9.157509158,18.5939064,421515.998,44608.58489,8.844042,63.8707521
1606,Sweden,2012,2.949,6.285,46993.0,75.3,2442.35,73.275,4657.125,71.175,2214.775,6.775016,95.358961,65.868736,9.285714286,12.48136044,432488.303,45432.43101,8.654768,62.64972338
1607,Sweden,2013,2.949,6.281,47506.0,76.0,2467.5,73.95,4704.475,71.8,2237.0,6.513972,96.122048,66.395834,9.375,18.15860939,444616.544,46312.3974,8.597681,57.98550545
1608,Sweden,2014,3.116,6.558,48043.0,76.25,2502.4,74.425,4772.125,72.475,2269.725,6.860785,97.218063,67.152902,9.152542373,15.29078198,457507.758,47184.67317,8.727131,56.32720639
1609,Sweden,2015,2.949,5.965,48770.0,76.725,2529.975,75.025,4836.85,73.325,2306.875,8.434841,100.0,69.074511,8.333333333,17.60556603,481170.723,49103.13195,8.854383,49.93020278
1610,Sweden,2016,1.625,5.531,49535.0,77.2,2561.675,75.725,4909.9,74.15,2348.225,8.561992,99.384945,68.649665,8.169934641,16.54999352,500423.665,50430.25079,8.822586,48.57913233
1611,Sweden,2017,2.949,5.781,49797.0,77.9,2629.05,76.325,5021.65,74.7,2392.6,8.548861,100.270459,69.261329,7.348242812,11.83626747,522476.825,51947.95578,8.852247,55.94619711
1612,Sweden,2018,1.9,5.767,50041.0,78.425,2667.85,76.85,5097.275,75.15,2429.4,8.692518,100.637005,69.514519,7.142857143,15.88677025,544594.071,53521.63578,8.865881,49.43962459
1613,Sweden,2019,1.625,5.721,50559.0,78.4,2693.4,76.575,5131.55,74.675,2438.15,9.458349,102.934086,71.101216,7.575757576,6.224492073,588258.39,57229.77494,8.584015,51.32817543
1614,Sweden,2020,,,51214.0,76.925,2675.425,74.875,5064.325,72.75,2388.875,9.210309,104.029507,71.857873,7.418397626,9.755681992,597294.367,57690.41516,8.435603,67.10786475
1615,Sweden,2021,,,51928.97547,77.375,2716.8,75.375,5120.3,73.275,2403.5,8.576567,107.698387,74.392134,7.246376812,,660103.423,63375.13759,8.311664,63.35360826
1616,Sweden,2022,,,50406.83074,79.425,2792.8,77.125,5255.775,74.675,2462.975,10.114251,108.292036,74.802195,,,715622.275,68239.37264,8.363052,68.78630336
1617,Switzerland,1994,,,58283.21049,,,,,,,1.367693,78.839266,55.173567,,,211529.974,30060.313,1.948616,
1618,Switzerland,1995,97.837,16.984,58316.0,,,,,,,1.182469,80.245745,56.157853,,,217004.052,30564.55701,1.922675,
1619,Switzerland,1996,,,57610.91638,,,,,,,1.23601,81.964045,57.36036,25.47202797,,222747.307,31231.68242,1.887199,
1620,Switzerland,1997,,,58645.78569,,,,,,,1.451313,84.408347,59.07094,,,232005.82,32434.88365,1.844032,
1621,Switzerland,1998,,,58814.06439,,,,3833.0,,,1.449813,85.417681,59.777296,24.12242781,,240727.942,33542.63081,1.827602,
1622,Switzerland,1999,,,59892.07564,,,,3862.0,,,1.502155,85.040031,59.513008,,,248201.012,34401.80917,1.802836,
1623,Switzerland,2000,97.069,15.073,60767.7071,,,,3878.8,,,1.688843,87.789313,61.43702,23.78714118,,263627.58,36349.36995,1.78866,
1624,Switzerland,2001,,,64157.51996,,,,3938.2,,,1.687615,89.805215,62.847795,,,273454.238,37518.6432,1.768621,
1625,Switzerland,2002,,,65448.01604,,,,3964.9,,,1.558607,90.267824,63.171539,22.80161943,,281956.01,38410.60409,1.70976,
1626,Switzerland,2003,,,65111.6354,,,,3963.0,,,1.346651,89.839002,62.87144,,,284293.181,38448.89813,1.715154,
1627,Switzerland,2004,,,64650.68198,,,,3959.2,,,1.243496,90.36092,63.23669,22.012478,,296889.763,39885.80722,1.691758,
1628,Switzerland,2005,93.716,13.239,65657.74645,83.9,2172.0,77.2,3974.5,70.4,1802.4,1.245177,92.443071,64.693828,,,308825.1,41244.64377,1.686548,
1629,Switzerland,2006,,,65847.0,84.7,2213.9,77.9,4051.4,71.1,1837.5,1.253843,94.759845,66.315161,21.31813213,,346323.245,45965.73972,1.598858,63.15935271
1630,Switzerland,2007,,,66634.0,85.6,2259.2,78.6,4122.0,71.6,1862.8,1.200366,96.588995,67.595243,,58.17345429,384574.494,50589.66531,1.531784,
1631,Switzerland,2008,,,66983.0,85.4,2289.2,79.5,4228.8,73.5,1939.6,1.08309,97.52976,68.253612,21.30750605,56.09236527,411512.115,53498.0131,1.493049,
1632,Switzerland,2009,,,68319.0,84.4,2304.4,79.0,4268.0,73.6,1963.6,1.088142,95.343298,66.723475,,51.42195892,410201.394,52730.63307,1.470105,57.79884854
1633,Switzerland,2010,93.768,13.328,67961.0,83.225,2288.975,77.325,4207.475,71.3,1918.525,1.042906,98.053752,68.620315,20.05359536,50.67002487,425928.092,54342.5693,1.466316,
1634,Switzerland,2011,96.517,13.989,68401.0,84.05,2334.45,78.35,4297.775,72.55,1963.3,0.888042,97.492611,68.227615,,49.34988403,454911.977,57493.56602,1.397498,
1635,Switzerland,2012,93.954,12.882,69383.0,83.9,2354.725,78.475,4351.1,73.0,1996.4,0.937684,97.874372,68.49478,19.34352644,50.09272766,475340.888,59440.93409,1.354072,76.99401877
1636,Switzerland,2013,91.791,12.64,70280.0,83.45,2368.275,78.4,4392.4,73.2,2024.1,0.926904,99.682146,69.759903,,44.25940704,498760.658,61656.49098,1.312477,
1637,Switzerland,2014,66.686,10.748,70412.0,83.35,2397.225,78.75,4468.35,74.075,2071.15,0.916151,100.66456,70.447419,16.94074284,42.23714447,519299.875,63417.04308,1.281761,75.16313013
1638,Switzerland,2015,84.672,11.739,70797.0,83.575,2429.9,79.2,4537.95,74.7,2108.05,0.962381,100.0,69.982344,,41.09042358,540550.996,65265.05083,1.235788,78.77300093
1639,Switzerland,2016,68.355,10.733,70468.0,83.7,2460.4,79.6,4603.9,75.425,2143.5,0.985394,100.642001,70.431631,14.76237207,44.09544754,563950.47,67350.73519,1.201964,79.85367032
1640,Switzerland,2017,46.256,9.986,70087.0,84.275,2486.55,79.8,4636.25,75.2,2149.7,0.984692,102.256129,71.561236,,44.24666214,576360.576,68193.50296,1.187726,81.9706763
1641,Switzerland,2018,54.964,10.291,69892.0,84.45,2502.0,80.1,4675.125,75.675,2173.125,0.977892,104.616177,73.212853,15.09564735,40.49210739,601868.008,70688.84449,1.178866,84.99794672
1642,Switzerland,2019,48.527,10.044,71189.0,84.525,2507.1,80.475,4705.775,76.35,2198.675,0.993709,105.19707,73.619376,,37.60834885,632274.548,73732.23356,1.133809,80.6612709
1643,Switzerland,2020,,,69728.0,83.875,2504.425,79.925,4696.1,75.9,2191.675,0.938965,106.933647,74.834673,13.8025469,,630568.326,72997.93604,1.104749,84.63307074
1644,Switzerland,2021,,,72358.43967,83.075,2494.475,79.25,4684.4,75.375,2189.875,0.913846,109.949643,76.945338,,,710319.644,81603.30067,1.046473,83.7848093
1645,Switzerland,2022,,,72993.02434,83.375,2514.825,79.45,4712.475,75.425,2197.7,0.954832,111.020179,77.694524,,,796372.324,90685.77516,0.981275,
1659,Türkiye,1994,,,,,,,,,,0.029609,52.42685,22.068673,,,551713.755,9376.98651,0.009659,
1660,Türkiye,1995,99.86,26.704,21432.0,,,,,,,0.045845,54.94252,23.127624,,,603789.821,10104.25432,0.017711,
1661,Türkiye,1996,,,,,,,,,,0.081405,56.660475,23.850784,,,656954.889,10828.1533,0.030976,
1662,Türkiye,1997,,,,,,,,,,0.151865,61.349412,25.824555,,,717354.452,11648.76835,0.055376,
1663,Türkiye,1998,,,,,,,,,,0.260724,61.420533,25.854493,,,558260.597,8937.31744,0.128873,
1664,Türkiye,1999,,,,,,,,,,0.418783,57.457043,24.186093,,,546532.203,8625.279388,0.196465,
1665,Türkiye,2000,99.86,27.667,,,,,21538.0,,,0.625219,62.351427,26.246346,,,609011.363,9475.973841,0.281594,
1666,Türkiye,2001,,,,,,,21530.5,,,1.225588,58.63482,24.681869,,,595895.884,9144.275914,0.414949,
1667,Türkiye,2002,,,,,,,21463.25,,,1.507226,62.573861,26.339978,,,612446.634,9279.072677,0.591251,
1668,Türkiye,2003,,,,,,,21290.5,,,1.500885,66.703512,28.078322,,,641097.253,9597.982685,0.736506,
1669,Türkiye,2004,,,,,,,21708.5,,,1.425537,72.799254,30.644277,,,735785.837,10884.56688,0.79215,
1670,Türkiye,2005,99.86,26.673,,,,,20095.75,,,1.343583,77.398474,32.580282,,,815102.371,11910.60672,0.834589,
1671,Türkiye,2006,,,21432.0,66.875,15172.3,44.575,20432.1,22.75,5259.85,1.428453,81.036517,34.111688,3.206997085,,945292.204,13641.56439,0.841811,59.577364
1672,Türkiye,2007,,,22170.0,66.825,15391.9,44.65,20749.13,22.775,5357.225,1.302931,85.342439,35.924232,,,1043000.414,14866.45021,0.851116,55.78778398
1673,Türkiye,2008,,,22042.0,66.55,15595.25,44.85,21192.1,23.5,5596.825,1.301522,85.059209,35.805009,,,1139548.435,16038.23165,0.87996,59.76229946
1674,Türkiye,2009,,,22292.0,64.55,15402.08,44.225,21270.35,24.225,5868.275,1.54996,81.550972,34.328244,,,1112437.909,15442.16201,0.904655,
1675,Türkiye,2010,99.871,30.004,22847.0,66.65,16168.28,46.275,22592.3,26.175,6424.05,1.502849,83.60583,35.19322,3.10421286,,1268554.367,17343.71999,0.920469,54.5994287
1676,Türkiye,2011,99.871,28.611,23216.0,69.225,17130.15,48.4,24098.63,27.825,6968.425,1.674955,88.203014,37.128369,,,1454111.872,19590.85837,0.966176,59.62018162
1677,Türkiye,2012,99.871,28.127,24153.0,69.175,17511.07,48.9,24819.07,28.725,7307.975,1.796001,90.050306,37.905972,,,1550688.484,20627.44073,1.019856,53.09996789
1678,Türkiye,2013,99.871,28.844,25265.0,69.45,17877.65,49.525,25518.78,29.65,7641.1,1.903768,96.12967,40.465033,,,1703669.602,22373.13654,1.070294,53.83117835
1679,Türkiye,2014,99.871,28.785,26127.0,69.525,18239.85,49.525,25929.35,29.5,7689.5,2.188542,96.077626,40.443125,6.882591093,,1860470.92,24104.98458,1.104504,55.64782959
1680,Türkiye,2015,99.871,29.597,26786.0,69.825,18576.57,50.15,26616.78,30.45,8040.25,2.720009,100.0,42.094218,,,2022397.778,25855.91268,1.162452,48.60846405
1681,Türkiye,2016,99.871,28.717,30081.0,70.05,18897.8,50.65,27214.72,31.15,8316.925,3.020135,102.258194,43.044787,,,2116398.303,26695.90937,1.241052,58.37282299
1682,Türkiye,2017,99.871,27.159,29515.0,70.725,19464.05,51.55,28196.07,32.175,8732.0,3.648133,107.118185,45.090563,,,2264269.34,28193.0614,1.38398,58.61612386
1683,Türkiye,2018,99.871,27.403,30041.0,70.925,19715.05,51.975,28733.07,32.925,9018.0,4.82837,109.819438,46.227634,9.980806142,,2302309.895,28281.47328,1.63261,51.36770545
1684,Türkiye,2019,99.871,26.851,31927.0,68.275,19160.55,50.3,28078.9,32.2,8918.35,5.673819,114.022153,47.996734,,,2346999.969,28421.26895,1.837125,56.12609072
1685,Türkiye,2020,,,31761.0,65.175,18500.38,47.5,26804.45,29.675,8304.05,7.008605,134.423106,56.584355,,,2391327.882,28678.15413,2.111053,55.32621591
1686,Türkiye,2021,,,,68.575,19803.5,50.25,28826.5,31.725,9022.5,8.850408,126.155603,53.104215,,,2659519.14,31605.63229,2.725601,42.60143695
1687,Türkiye,2022,,,,71.05,20809.5,52.825,30724.75,34.4,9915.25,16.54886,124.768544,52.520343,,,3258301.253,38206.20123,4.605644,
1714,United Kingdom,1994,,,38989.34502,75.725,13726.0,68.925,25253.0,62.2,11527.0,0.653427,75.157328,43.588757,28.07971854,,1140688.343,19713.946,0.653286,
1715,United Kingdom,1995,93.536,16.001,38995.0,76.375,13879.0,69.55,25489.0,62.825,11610.0,0.633668,76.209292,44.198861,28.19283491,,1194091.437,20578.91318,0.713383,
1716,United Kingdom,1996,,,38948.97428,76.675,13931.0,70.05,25727.0,63.525,11796.0,0.640958,77.45123,44.919144,27.21841089,,1276091.612,21939.54356,0.713109,
1717,United Kingdom,1997,,,40373.21372,77.875,14160.0,71.0,26155.0,64.25,11995.0,0.610836,79.836181,46.302336,26.91907015,,1345090.985,23066.34744,0.708803,
1718,United Kingdom,1998,,,40920.73474,78.375,14306.0,71.45,26395.0,64.675,12089.0,0.603824,81.964484,47.536681,27.03529422,,1385424.795,23692.60017,0.720718,
1719,United Kingdom,1999,,,42984.90709,78.85,14406.0,72.025,26691.0,65.35,12285.0,0.618057,83.801614,48.602156,26.08972842,,1437339.336,24492.8658,0.725819,
1720,United Kingdom,2000,93.327,14.764,44967.09154,79.2,14911.0,72.475,27483.5,65.875,12572.5,0.660931,87.228252,50.589492,26.28031383,,1562408.657,26532.76937,0.704522,
1721,United Kingdom,2001,,,46885.63748,79.275,15026.75,72.6,27711.5,66.05,12684.25,0.694655,88.480893,51.315983,25.6396459,,1650356.893,27918.67937,0.694477,
1722,United Kingdom,2002,,,47505.0791,79.075,15106.25,72.65,27944.0,66.35,12837.5,0.667223,90.430863,52.4469,24.37909944,,1727032.129,29091.26654,0.689877,
1723,United Kingdom,2003,,,49042.42908,79.25,15271.5,72.775,28223.0,66.45,12951.75,0.612472,92.905382,53.88204,24.12446709,,1808368.02,30322.92067,0.69584,
1724,United Kingdom,2004,,,50561.32624,79.325,15413.5,72.975,28533.25,66.725,13119.75,0.54618,94.147513,54.602434,23.35874097,46.03619766,1922941.361,32075.75248,0.68782,
1725,United Kingdom,2005,90.55,13.24,50067.25152,79.125,15551.0,72.925,28853.25,66.85,13302.0,0.549998,95.021657,55.109409,22.0639582,44.91970444,1976697.868,32719.74356,0.707619,
1726,United Kingdom,2006,,,51890.0,78.925,15688.75,72.825,29140.75,66.85,13451.5,0.543487,96.809346,56.146209,21.71808402,43.58444595,2113504.388,34746.15529,0.696492,49.47495658
1727,United Kingdom,2007,,,53926.0,78.925,15857.75,72.7,29378.75,66.575,13521.0,0.499772,98.234708,56.972872,21.63478071,39.92857361,2178375.498,35525.29392,0.709077,36.36376452
1728,United Kingdom,2008,,,52475.0,78.55,15949.5,72.6,29627.75,66.775,13678.25,0.543966,98.225392,56.967469,21.85786911,38.44083405,2271084.657,36734.67677,0.701691,32.41657342
1729,United Kingdom,2009,,,52346.0,76.025,15534.25,70.9,29154.25,65.85,13619.75,0.641919,95.753497,55.533851,20.68629595,38.21543503,2181121.129,35031.90006,0.710094,38.40665597
1730,United Kingdom,2010,86.13,12.388,52455.0,75.5,15578.0,70.45,29227.0,65.45,13648.25,0.647179,98.242208,56.977221,19.23143692,40.42116547,2290196.899,36491.34639,0.702364,50.35112367
1731,United Kingdom,2011,88.51,12.951,51497.0,75.35,15660.75,70.325,29374.5,65.4,13713.75,0.624141,98.337771,57.032645,18.2460052,39.59993744,2354769.787,37208.9719,0.706052,46.78900203
1732,United Kingdom,2012,79.092,11.389,51070.0,76.1,15856.25,70.975,29694.25,65.925,13838.0,0.633047,97.73831,56.684977,17.78388278,36.65349579,2442463.44,38340.21568,0.701634,42.12621718
1733,United Kingdom,2013,77.405,11.367,51594.0,76.45,15995.75,71.55,30041.75,66.75,14045.75,0.639661,98.181436,56.941975,17.48201439,33.20456696,2562195.165,39968.10228,0.695248,37.92316332
1734,United Kingdom,2014,71.628,10.828,51816.0,77.825,16360.5,72.875,30752.5,68.05,14392.0,0.60773,98.419046,57.079781,17.38274257,32.55479813,2666663.773,41281.54206,0.698444,42.2672083
1735,United Kingdom,2015,61.394,10.323,52549.0,78.6,16655.5,73.675,31285.0,68.85,14629.5,0.654545,100.0,57.996682,17.10155148,32.83839798,2767234.195,42500.90916,0.692551,45.68117001
1736,United Kingdom,2016,58.928,10.153,53156.0,79.225,16895.75,74.375,31745.5,69.625,14849.5,0.740634,99.39092,57.643436,16.7965368,34.1821785,2892299.174,44057.6891,0.688603,40.86320654
1737,United Kingdom,2017,57.404,10.287,53471.0,79.55,16995.5,75.0,32060.5,70.525,15064.5,0.776977,101.395966,58.806296,16.53410053,34.21084976,3041891.843,46061.35438,0.684601,44.01208403
1738,United Kingdom,2018,56.357,10.104,53950.0,80.125,17195.25,75.625,32443.0,71.175,15247.75,0.749532,101.573367,58.909183,16.3104242,,3129647.768,47107.7092,0.687714,42.08598609
1739,United Kingdom,2019,54.587,10.022,54703.0,80.325,17288.5,76.175,32794.5,72.025,15506.25,0.783445,102.076228,59.200826,16.09980928,,3335878.327,49940.54115,0.669665,34.08288625
1740,United Kingdom,2020,,,53612.0,79.0,17011.75,75.4,32508.75,71.85,15496.5,0.78,103.987187,60.309119,11.98380567,,3220300.957,48006.15609,0.653445,34.69728444
1741,United Kingdom,2021,,,54762.30333,78.325,16916.0,75.125,32407.25,71.95,15491.25,0.727065,103.244366,59.878307,14.16935608,,3542061.488,52846.08193,0.644845,39.47539879
1742,United Kingdom,2022,,,53985.06047,78.95,17121.0,75.575,32743.25,72.2,15622.25,0.811302,104.285141,60.481922,14.48023426,,3848221.195,56765.96,0.651254,
1743,United States,1994,,,52930.64018,79.02883,66449.0,72.00175,123065.2,65.21908,56616.33,1.0,70.03144,48.354938,23.88451444,,7287236.0,27660.26836,1.0,
1744,United States,1995,78.91,12.73,53231.0,79.54924,67377.16,72.5349,124899.7,65.77103,57522.58,1.0,70.185526,48.461331,24.57998539,,7639749.0,28657.51272,1.0,
1745,United States,1996,,,54009.36711,79.67505,68206.91,72.85875,126707.5,66.28711,58500.58,1.0,71.930383,49.666111,23.82394868,,8073122.0,29932.15777,1.0,
1746,United States,1997,,,55357.47378,80.06773,69684.59,73.50204,129557.9,67.13656,59873.33,1.0,72.97303,50.386032,23.78649162,,8577552.0,31424.43893,1.0,
1747,United States,1998,,,57637.04278,80.47501,70692.84,73.84345,131463.5,67.4146,60770.33,1.0,74.614716,51.519575,23.7458194,,9062817.0,32817.982,1.0,
1748,United States,1999,,,59155.74217,80.49783,71446.16,73.94605,133487.9,67.64236,62041.83,1.0,76.818796,53.041436,23.46278317,,9631172.0,34479.79436,1.0,
1749,United States,2000,76.598,11.959,61131.59919,80.63379,73305.25,74.09456,136890.8,67.78897,63585.58,1.0,78.928548,54.498167,23.08892356,,10250952.0,36299.66218,1.0,
1750,United States,2001,,,61601.2442,79.39231,73196.16,73.13562,136933.3,67.09346,63737.33,1.0,80.660218,55.693841,23.58208955,,10581929.0,37100.28574,1.0,
1751,United States,2002,,,62096.62512,77.96939,72903.09,71.92931,136485.2,66.08681,63582.17,1.0,82.891625,57.234571,22.09131075,,10929108.0,37954.22201,1.0,
1752,United States,2003,,,62764.10243,76.94814,73331.59,71.22334,137735.7,65.68118,64404.17,1.0,85.398085,58.965218,20.57553957,,11456450.0,39419.90737,1.0,
1753,United States,2004,,,63927.40582,77.22495,74524.16,71.22248,139251.9,65.38918,64727.83,1.0,87.632516,60.508037,19.63534362,,12217196.0,41659.66269,1.0,
1754,United States,2005,67.648,10.942,63987.31916,77.60995,75973.16,71.53017,141729.8,65.61333,65756.5,1.0,89.463196,61.772075,18.97506925,63.20000076,13039197.0,44052.383,1.0,
1755,United States,2006,,,64945.0,78.09517,77501.59,71.99708,144427.0,66.05067,66925.59,1.0,90.31024,62.356937,19.24629879,41.38426971,13815583.0,46234.10571,1.0,55.80288463
1756,United States,2007,,,66174.0,77.78133,78254.25,71.78132,146046.7,65.92328,67792.41,1.0,91.57842,63.232583,19.84334204,43.82904053,14474228.0,47976.20121,1.0,39.32454572
1757,United States,2008,,,66011.0,76.41297,77486.16,70.88825,145362.5,65.49688,67876.16,1.0,92.751305,64.042431,20.05012531,47.52147293,14769862.0,48498.44521,1.0,37.92206006
1758,United States,2009,,,66673.0,71.95316,73669.66,67.62595,139877.5,63.40088,66207.75,1.0,95.715647,66.089234,19.78021978,49.13993454,14478067.0,47122.98854,1.0,50.30473143
1759,United States,2010,35.742,9.231,67263.0,71.05226,73359.16,66.68977,139063.9,62.4269,65704.91,1.0,98.245288,67.835887,18.81067961,49.12309265,15048970.0,48570.28973,1.0,41.82758222
1760,United States,2011,37.154,9.272,67353.0,71.38538,74290.34,66.64754,139869.3,62.01313,65578.84,1.0,98.282918,67.86187,17.78846154,46.24177933,15599731.0,49951.90765,1.0,38.25315979
1761,United States,2012,25.469,8.882,67928.0,72.25735,75555.25,67.13661,142469.1,62.19418,66913.66,1.0,98.653951,68.118059,19.08665105,46.24343491,16253970.0,51644.99166,1.0,34.88556076
1762,United States,2013,21.474,8.655,67604.0,72.5551,76352.59,67.35994,143929.3,62.34338,67576.66,1.0,99.073648,68.407849,17.90697674,45.79272842,16843196.0,53116.52197,1.0,28.86474991
1763,United States,2014,16.547,8.445,68591.0,73.47576,77692.34,68.14875,146305.3,62.9986,68613.0,1.0,99.446088,68.665009,17.45120551,48.56545639,17550687.0,54914.36823,1.0,34.86712004
1764,United States,2015,12.306,8.178,70320.0,74.18437,79130.59,68.70962,148833.4,63.42037,69702.75,1.0,100.0,69.047471,18.88268156,49.11928177,18206023.0,56520.60923,1.0,34.69364628
1765,United States,2016,3.665,7.391,70446.0,74.83436,80568.09,69.35136,151435.8,64.04713,70868.0,1.0,100.302963,69.256659,18.1420765,49.47015762,18695106.0,57592.69152,1.0,29.72056612
1766,United States,2017,6.754,7.758,71157.0,75.44284,81402.0,70.11017,153337.4,64.94534,71935.41,1.0,101.201253,69.876907,18.17215728,42.97639465,19477337.0,59589.23392,1.0,38.65350168
1767,United States,2018,6.854,7.788,71937.0,76.06544,82698.5,70.72614,155761.0,65.54647,73062.66,1.0,102.3422,70.664702,18.91058582,39.37737274,20533058.0,62449.61283,1.0,31.38160892
